project_id,project_name,project_type,total_value,cofinancing_value,regions,beneficiary_name,currency,country,years
1682,Samozatrudnienie w OSI - Obszarze Strategicznej Interwencji,"['work and social development', 'development of the corporations']",5000269.0,4250228.65,['świętokrzyskie'],STAROPOLSKA IZBA PRZEMYSŁOWO-HANDLOWA,PLN,Poland,2014-2020
1683,Rozwój i odnowa zieleni przyulicznej Opola,['environmental'],5205657.27,4249570.29,['opolskie'],MIASTO OPOLE,PLN,Poland,2014-2020
1684,Kształcenie zawodowe dla rynku pracy - 3,['education'],4999000.0,4249150.0,['opolskie'],MIASTO OPOLE,PLN,Poland,2014-2020
1685,Łużycka Szkoła Wyższa - Uczelnia Równych Szans,['education'],5038909.56,4246792.98,['lubuskie'],ŁUŻYCKA SZKOŁA WYŻSZA IM. JANA BENEDYKTA SOLFY Z SIEDZIBĄ W ŻARACH,PLN,Poland,2014-2020
1686,Wybieram przyszłość zawodową - podniesienie jakości szkolnictwa zawodowego w Powiecie Starogardzkim,['education'],4995802.07,4246431.76,['pomorskie'],POWIAT STAROGARDZKI,PLN,Poland,2014-2020
1687,Rozwój kluczowego szlaku dziedzictwa kulturowego województwa wielkopolskiego pn. Szlak Piastowski,"['cultural', 'environmental']",7475534.5,4244520.3,['wielkopolskie'],WIELKOPOLSKA ORGANIZACJA TURYSTYCZNA,PLN,Poland,2014-2020
1688,Rewitalizacja Stadionu Miejskiego oraz rewitalizacja traktu spacerowego przy ul. Murka w Oleśnie,['revitalization'],10999743.17,4235505.81,['opolskie'],GMINA OLESNO,PLN,Poland,2014-2020
1689,Profilaktyka raka szyjki macicy szansą na wydłużenie aktywności zawodowej mieszkańców województwa pomorskiego,['work and social development'],4976640.78,4230144.66,['pomorskie'],COPERNICUS PODMIOT LECZNICZY SP. Z O.O.,PLN,Poland,2014-2020
1690,Szkoła Zawodowców,['education'],4976176.27,4229749.82,['kujawsko-pomorskie'],WOJEWÓDZTWO KUJAWSKO-POMORSKIE,PLN,Poland,2014-2020
1691,e-Xtra Kompetentni - Rozwój kompetencji cyfrowych mieszkańców województwa małopolskiego i świętokrzyskiego,['telecommunication and e-commerce'],4999218.5,4226096.07,"['małopolskie', ' świętokrzyskie']",FUNDACJA ROZWOJU DEMOKRACJI LOKALNEJ,PLN,Poland,2014-2020
1692,Budowa Centrum Rekreacji i Wypoczynku nad potokiem Paleczka w Zembrzycach,['tourism'],6337986.5,4225471.53,['małopolskie'],GMINA ZEMBRZYCE,PLN,Poland,2014-2020
1693,Odkrywcy Sekretów Nauki AO - Wzrost kompetencji uczniów i nauczycieli szkół gimnazjalnych i ponadgimnazjalnych na obszarze Aglomeracji Opolskiej,['education'],4970882.93,4225250.49,['opolskie'],SAMORZĄD WOJEWÓDZTWA OPOLSKIEGO/REGIONALNY ZESPÓŁ PLACÓWEK WSPARCIA EDUKACJI,PLN,Poland,2014-2020
1694,Dwujęzyczna Opolszczyzna - program wychowania do dwujęzyczności skierowany do przedszkoli poza Aglomeracją Opolską,['education'],4959644.8,4215644.79,['opolskie'],WOJEWÓDZTWO OPOLSKIE,PLN,Poland,2014-2020
1695,"Budowa Strefy Aktywności Gospodarczej w Miękini, w gminie Krzeszowice",['Other'],7159573.97,4213285.69,['małopolskie'],GMINA KRZESZOWICE,PLN,Poland,2014-2020
1696,Młodzi Odkrywcy Sekretów Nauki AO – obszar III - Wzrost kompetencji uczniów i nauczycieli szkół podstawowych na obszarze Aglomeracji Opolskiej,['education'],4956185.09,4212757.32,['opolskie'],SAMORZĄD WOJEWÓDZTWA OPOLSKIEGO/REGIONALNY ZESPÓŁ PLACÓWEK WSPARCIA EDUKACJI,PLN,Poland,2014-2020
1697,Twoja firma - Twój sukces,"['work and social development', 'development of the corporations']",4956049.2,4212641.82,['dolnośląskie'],FUNDACJA CONCEPTUS,PLN,Poland,2014-2020
1698,Młodzi Odkrywcy Sekretów Nauki AO – obszar I - Wzrost kompetencji uczniów i nauczycieli szkół podstawowych na obszarze Aglomeracji Opolskiej,['education'],4951211.17,4208529.49,['opolskie'],SAMORZĄD WOJEWÓDZTWA OPOLSKIEGO/REGIONALNY ZESPÓŁ PLACÓWEK WSPARCIA EDUKACJI,PLN,Poland,2014-2020
1699,Młodzi Odkrywcy Sekretów Nauki AO – obszar II - Wzrost kompetencji uczniów i nauczycieli szkół podstawowych na obszarze Aglomeracji Opolskiej,['education'],4950382.32,4207824.97,['opolskie'],SAMORZĄD WOJEWÓDZTWA OPOLSKIEGO/REGIONALNY ZESPÓŁ PLACÓWEK WSPARCIA EDUKACJI,PLN,Poland,2014-2020
1700,"Koordynowane i kompleksowe wsparcie rodziny w zakresie poradnictwa specjalistycznego, profilaktyki, diagnostyki i niwelowania nieprawidłowości w rozwoju dzieci do lat 2.",['work and social development'],4942234.42,4200899.25,['opolskie'],"KLINICZNE CENTRUM GINEKOLOGII, POŁOŻNICTWA I NEONATOLOGII W OPOLU",PLN,Poland,2014-2020
1701,Triggo – miejski środek transportu o wysokiej mobilności i napędzie elektrycznym.,['development of the corporations'],5805235.62,4200790.64,['mazowieckie'],TRIGGO SPÓŁKA AKCYJNA,PLN,Poland,2014-2020
1702,Termomodernizacja obiektów publicznych w Bielsku Podlaskim.,['power engineering'],7874979.62,4197665.04,['podlaskie'],MIASTO BIELSK PODLASKI,PLN,Poland,2014-2020
1703,Poprawa stanu infrastruktury dworcowej poprzez rewitalizację dworca kolejowego wraz z terenami przyległymi w Wolsztynie,['transport'],12514190.37,4196110.34,['wielkopolskie'],GMINA WOLSZTYN,PLN,Poland,2014-2020
1704,Wzrost efektywności energetycznej w budynkach Izby Skarbowej w Katowicach - termomodernizacja budynku Urzędu Skarbowego w Rybniku,['power engineering'],5096661.98,4193966.7,['śląskie'],IZBA ADMINISTRACJI SKARBOWEJ W KATOWICACH,PLN,Poland,2014-2020
1705,Utworzenie przez AG MOTORS Sp. z o.o. Centrum Badawczo-Rozwojowego dla potrzeb branży rowerowej,['development of the corporations'],7366142.82,4192113.8,['podkarpackie'],AG MOTORS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PLN,Poland,2014-2020
1706,Modernizacja kotłowni szpitalnej - poprawa efektywności energetycznej w Samodzielnym Publicznym Zakładzie Opieki Zdrowotnej w Dąbrowie Tarnowskiej poprzez zastosowanie odnawialnych źródeł energii.,['power engineering'],8557071.75,4178587.99,['małopolskie'],ZESPÓŁ OPIEKI ZDROWOTNEJ W DĄBROWIE TARNOWSKIEJ,PLN,Poland,2014-2020
1707,Wzrost potencjału turystycznego Gminy Grodzisk Mazowiecki dzięki adaptacji zabytkowych obiektów na potrzeby kulturalne.,['cultural'],7043545.03,4177249.19,['mazowieckie'],GMINA GRODZISK MAZOWIECKI,PLN,Poland,2014-2020
1708,Energia słoneczna dla Gminy Radzyń Podlaski,['power engineering'],6823356.87,4171954.98,['lubelskie'],GMINA RADZYŃ PODLASKI,PLN,Poland,2014-2020
1709,Budowa zintegrowanej sieci tras rowerowych w Województwie Małopolskim – Zadanie nr 2 VeloMetropolis (małopolski odcinek EuroVelo 4) od m. Wola Batorska do m. Jodłówka Wałki,"['cultural', 'environmental']",6080956.19,4171750.02,['małopolskie'],WOJEWÓDZTWO MAŁOPOLSKIE,PLN,Poland,2014-2020
1710,Wdrożenie technologii i uruchomienie produkcji innowacyjnej termoaktywnej bielizny tekstronicznej seamless.,['research and study'],9219200.0,4170890.0,['łódzkie'],FILATI MIROSŁAW KUBIAK SPÓŁKA JAWNA,PLN,Poland,2014-2020
1711,Standardy obsługi inwestora w samorządzie,['administration'],4948303.76,4170430.41,['projekt ogólnopolski'],MINISTERSTWO SPRAW WEWNĘTRZNYCH I ADMINISTRACJI,PLN,Poland,2014-2020
1712,Remont i przebudowa budynków A i B Muzeum Przyrodniczego Uniwersytetu Łódzkiego przy ul. Kilińskiego 101 w Łodzi,['cultural'],10866935.86,4170279.49,['łódzkie'],UNIWERSYTET ŁÓDZKI W ŁODZI,PLN,Poland,2014-2020
1713,"Budowa, przebudowa dróg lokalnych zapewniających bezpośrednie połączenie z terenami inwestycyjnymi na terenie Gminy Wieliczka",['transport'],9819927.67,4158848.3,['małopolskie'],GMINA WIELICZKA,PLN,Poland,2014-2020
1714,Budowa oczyszczalni ścieków w Drzycimiu,['environmental'],6091309.04,4146341.45,['kujawsko-pomorskie'],GMINA DRZYCIM,PLN,Poland,2014-2020
1715,Doposażenie intermodalnego terminala ro-ro w Gdyni przez OT Port Gdynia Sp. z o.o.,['transport'],10457114.37,4140859.5,['pomorskie'],OT PORT GDYNIA SP. Z O.O.,PLN,Poland,2014-2020
1716,Rewitalizacja dawnego obiektu kinoteatru Wrzos na potrzeby Teatru KTO,['revitalization'],7975132.32,4136314.03,['małopolskie'],TEATR KTO,PLN,Poland,2014-2020
1717,Wprowadzenie nowych usług lecznictwa uzdr. oraz rozwój infrastruktury uzdro turyst.- rekre. w Uzdr. Hor. poprzez utw. Klinicznego Centr. Diag.-Terap.- schorzeń neuro. i kardio. oraz rozb. sana. Jawor,['Other'],13525106.59,4135897.98,['podkarpackie'],UZDROWISKO HORYNIEC SP. Z O. O.,PLN,Poland,2014-2020
1718,"Maluchy żłobkują, rodzice pracują.",['work and social development'],5170389.51,4131797.19,['mazowieckie'],MIASTO STOŁECZNE WARSZAWA,PLN,Poland,2014-2020
1719,Zakup sprzętu i wyposażenia na potrzeby nowoczesnych wystaw Państwowego Muzeum Etnograficznego i świadczonych w nim działań edukacyjno-kulturalnych,['cultural'],8458702.11,4125464.01,['mazowieckie'],PAŃSTWOWE MUZEUM ETNOGRAFICZNE W WARSZAWIE,PLN,Poland,2014-2020
1720,Bliżej rodziny i dziecka -wsparcie rodzin przeżywających problemy opiekuńczo- wychowawcze oraz wsparcie pieczy zastępczej,['work and social development'],4851210.6,4123529.01,['opolskie'],WOJEWÓDZTWO OPOLSKIE/REGIONALNY OŚRODEK POLITYKI SPOŁECZNEJ,PLN,Poland,2014-2020
1721,Modernizacja Teatru Groteska w Krakowie - etap IV – końcowy,['cultural'],5979373.94,4116320.52,['małopolskie'],TEATR GROTESKA W KRAKOWIE,PLN,Poland,2014-2020
1722,SoVo - dostępne radio internetowe,['telecommunication and e-commerce'],4892988.69,4115605.52,"['dolnośląskie', ' kujawsko-pomorskie', ' łódzkie', ' lubelskie', ' lubuskie', ' małopolskie', ' mazowieckie', ' opolskie', ' podkarpackie', ' podlaskie', ' pomorskie', ' śląskie', ' świętokrzyskie', ' warmińsko-mazurskie', ' wielkopolskie', ' zachodniopomorskie']",FUNDACJA PRO CULTURA,PLN,Poland,2014-2020
1723,Europejskie dziedzictwo techniczne – upowszechnianie historycznych i współczesnych publikacji z zakresu nauk technicznych w innowacyjnym środowisku informatycznym,"['administration', 'telecommunication and e-commerce']",5141615.77,4114081.1,['projekt ogólnopolski'],POLITECHNIKA KRAKOWSKA IM. TADEUSZA KOŚCIUSZKI,PLN,Poland,2014-2020
1724,Budowa przedszkola gminnego w Dobroszycach,['education'],6694235.46,4107015.78,['dolnośląskie'],GMINA DOBROSZYCE,PLN,Poland,2014-2020
1725,Wdrożenie na rynek opakowania z nadrukiem dla wyrobów piekarniczych i cukierniczych o ulepszonych parametrach techniczno-użytkowych w oparciu o wyniki prac badawczo-rozwojowych.,['research and study'],7215918.0,4106620.0,['warmińsko-mazurskie'],ZAKŁAD PRODUKCYJNO-HANDLOWO-USŁUGOWY „PAKFOL” MARCIN ŁAZARCZYK,PLN,Poland,2014-2020
1726,Zagospodarowanie brzegów rzeki Łyny od mostu na ul. Olsztyńskiej do mostu na ul. Kopernika w Lidzbarku Warmińskim,['environmental'],5601755.49,4093265.5,['warmińsko-mazurskie'],GMINA MIEJSKA LIDZBARK WARMIŃSKI,PLN,Poland,2014-2020
1727,"Przebudowa budynku handlowego na Centrum Usług Społecznych oraz budowa placu zabaw w miejscowości Wierzba, gmina Stary Zamość",['Other'],6078466.59,4081736.09,['lubelskie'],GMINA STARY ZAMOŚĆ,PLN,Poland,2014-2020
1728,Wprowadzenie nowych usług lecznictwa uzdrowiskowego oraz rozwój infrastruktury uzdro. i turystyczno- rekr. w Uzdr. Horyniec poprzez utworzenie Klinicznego Centr. Diag.- Terap. Narządów Ruchu,['Other'],9872636.12,4069516.14,['podkarpackie'],UZDROWISKO HORYNIEC SP. Z O. O.,PLN,Poland,2014-2020
1729,Mikoszów - Miasteczko Nadziei. Nadanie nowych funkcji społecznych zdegradowanemu obszarowi poprzez przebudowę i adaptację budynku gospodarczego na potrzeby terapii i edukacji osób niepełnosprawnych.,['revitalization'],6270033.65,4068499.92,['dolnośląskie'],STOWARZYSZENIE ŚW. CELESTYNA,PLN,Poland,2014-2020
1730,Nowe przedsiębiorstwa w Lubelskim Obszarze Funkcjonalnym,['development of the corporations'],4785265.0,4067475.25,['lubelskie'],FUNDACJA POLSKIEJ AKADEMII NAUK,PLN,Poland,2014-2020
1731,Renowacja budynku i pomieszczeń Młodzieżowego Domu Kultury Nr 1 w Bytomiu,['cultural'],8760665.7,4054234.67,['śląskie'],BYTOM - MIASTO NA PRAWACH POWIATU,PLN,Poland,2014-2020
1732,"Nowa generacja protez bionicznych ręki oparta na sterowanej budowie modularnej palców, nadgarstka i stawu łokciowego dla osób z różnymi poziomami amputacji kończyn górnych.",['development of the corporations'],5671271.0,4048518.4,['dolnośląskie'],BIOENGINEERING.PL SP. Z O.O.,PLN,Poland,2014-2020
1733,Budowa zintegrowanej sieci tras rowerowych w Województwie Małopolskim – Zadanie nr 5 – VeloDunajec: odcinek 2 cz.1 Ostrów-Biskupice Radłowskie oraz odc.2 cz.2 Biskupice Radłowskie- Wietrzychowice,"['cultural', 'environmental']",6895860.6,4045715.16,['małopolskie'],WOJEWÓDZTWO MAŁOPOLSKIE,PLN,Poland,2014-2020
1734,„Uruchomienie produkcji nowych i udoskonalonych urządzeń ultradźwiękowych i natryskowych przy wykorzystaniu wyników prac badawczo- rozwojowych”.,['development of the corporations'],7548583.8,4044322.54,['warmińsko-mazurskie'],"""ULTRON"" ZAKŁAD URZĄDZEŃ ELEKTRONICZNYCH KRZYSZTOF KRANKOWSKI",PLN,Poland,2014-2020
1735,"""HOLENDERKA - Ochrona rzadkich gatunków roślin ex situ poprzez remont szklarni ""Holenderka"" oraz przebudowa ścieżek edukacji przyrodniczej na terenie Ogrodu Botanicznego Uniwersytetu Jagiellońskiego.",['environmental'],4815480.65,4042948.74,['małopolskie'],"UNIWERSYTET JAGIELLOŃSKI, WYDZIAŁ BIOLOGII I NAUK O ZIEMI",PLN,Poland,2014-2020
1736,Zakup sprzętu do prowadzenia akcji ratowniczych i usuwania skutków zjawisk katastrofalnych lub poważnych awarii celem wsparcia jednostek Ochotniczych Straży Pożarnych - projekt partnerski gmin pod przewodnictwem Gminy Świdnica,['security'],6348359.59,4037350.16,['dolnośląskie'],GMINA ŚWIDNICA,PLN,Poland,2014-2020
1737,Poprawa połączenia południowej części Województwa Opolskiego z autostradą A4. Przebudowa drogi wojewódzkiej nr 416 wraz z przebudową obiektu mostowego w m. Kórnica,['transport'],4747471.18,4035350.5,['opolskie'],WOJEWÓDZTWO OPOLSKIE,PLN,Poland,2014-2020
1738,Modernizacja wraz z wyposażeniem Zespołu Szkół Zawodowych nr 6 im. Joachima Lelewela w Poznaniu,['education'],7216128.88,4034156.84,['wielkopolskie'],MIASTO POZNAŃ,PLN,Poland,2014-2020
1739,Poprawa efektywności energetycznej budynków Administracji Skarbowej województwa lubelskiego,['power engineering'],4803265.03,4030587.6,['lubelskie'],IZBA ADMINISTRACJI SKARBOWEJ W LUBLINIE,PLN,Poland,2014-2020
1740,Wdrożenie EDM i usług z zakresu e-zdrowia oraz telemedycyny w Uniwersyteckim Centrum Medycyny Morskiej i Tropikalnej w Gdyni,['telecommunication and e-commerce'],5451964.6,4030281.55,['pomorskie'],UNIWERSYTECKIE CENTRUM MEDYCYNY MORSKIEJ I TROPIKALNEJ,PLN,Poland,2014-2020
1741,Bezprzewodowy sensor i system telemedyczny do diagnostyki zaburzeń oddychania podczas snu,['development of the corporations'],5217864.99,4021637.88,['warmińsko-mazurskie'],CLEBRE S.A.,PLN,Poland,2014-2020
1742,Rozwój Kształcenia Zawodowego w ZST w Janowie Lubelskim,['education'],4731106.7,4021440.69,['lubelskie'],POWIAT JANOWSKI/ZESPÓŁ SZKÓŁ TECHNICZNYCH W JANOWIE LUBELSKIM,PLN,Poland,2014-2020
1743,Opracowanie innowacyjnej technologii MVC (medium voltage cleaning) czyszczenia urządzeń elektroenergetycznych pod średnim napięciem do 60kV.,['research and study'],5232134.74,4018587.51,['mazowieckie'],3N SOLUTIONS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PLN,Poland,2014-2020
1744,"""Działania energooszczędne w budynku Wydziału Nauk Ekonomicznych i Prawnych UTH Radom""",['power engineering'],5962119.5,4017983.79,['mazowieckie'],UNIWERSYTET TECHNOLOGICZNO-HUMANISTYCZNY IM. KAZIMIERZA PUŁASKIEGO W RADOMIU,PLN,Poland,2014-2020
1745,Rewitalizacja społeczna bezrobotnych mieszkańców Bytomia poprzez aktywizację zawodową – etap II,['work and social development'],4710218.99,4003686.14,['śląskie'],BYTOM - MIASTO NA PRAWACH POWIATU,PLN,Poland,2014-2020
1746,Rozbudowa i modernizacja ujęcia wody i stacji wodociągowej Swatowska w Rykach wraz z systemami monitoringu sieci i zdalnego odczytu wodomierzy.,['environmental'],10407370.56,4002913.2,['lubelskie'],PRZEDSIĘBIORSTWO GOSPODARKI KOMUNALNEJ I MIESZKANIOWEJ W RYKACH SPÓŁKA Z OGRANICZONA ODPOWIEDZIALNOŚCIĄ,PLN,Poland,2014-2020
1747,Rewaloryzacja XVIII-wiecznego kościoła p. w. Niepokalanego Poczęcia NMP w Ostrowie Lubelskim jako ważnego ośrodka Szlaku Jagiellońskiego wraz z działaniami z zakresu digitalizacji i promocji Szlaku w regionie lubelskim,"['cultural', 'environmental']",4908827.74,4001989.55,['lubelskie'],PARAFIA RZYMSKOKATOLICKA P.W. NIEPOKALANEGO POCZĘCIA NAJŚWIĘTSZEJ MARYI PANNY W OSTROWIE LUBELSKIM,PLN,Poland,2014-2020
1748,Odtworzenie ponadregionalnego Centrum Leczenia Zaburzeń Rytmu i Niewydolności Serca w Instytucie Kardiologii im. Prymasa Tysiąclecia Stefana Kardynała Wyszyńskiego w Warszawie,['Other'],5002400.0,4000000.0,['mazowieckie'],NARODOWY INSTYTUT KARDIOLOGII STEFANA KARDYNAŁA WYSZYŃSKIEGO – PAŃSTWOWY INSTYTUT BADAWCZY,PLN,Poland,2014-2020
1749,„Syrenie Stawy” – centrum ochrony bioróżnorodności w Parku Leśnym Las Arkoński,['environmental'],5204561.62,3999997.08,['zachodniopomorskie'],GMINA MIASTO SZCZECIN,PLN,Poland,2014-2020
1750,Rewitalizacja miasta Bodzentyn - etap II,['Other'],8769339.84,3999967.65,['świętokrzyskie'],GMINA BODZENTYN,PLN,Poland,2014-2020
1751,Przebudowa placów miejskich w Opolu,['cultural'],8864701.69,3999308.86,['opolskie'],MIASTO OPOLE,PLN,Poland,2014-2020
1752,"Ochrona bioróżnorodności w Subregionie Południowym, w granicach gmin Nysa i Prudnik",['environmental'],5039956.91,3999105.34,['opolskie'],GMINA NYSA,PLN,Poland,2014-2020
1753,Opracowanie innowacyjnego narzędzia do automatycznej oceny zaburzeń rytmu serca i przewodzenia u pacjentów pediatrycznych,['development of the corporations'],5363925.0,3995230.0,['małopolskie'],CARDIOMATICS SP. Z O.O.,PLN,Poland,2014-2020
1754,Zagospodarowanie brzegów rzeki Koszarawy na odcinku od mostu kolejowego do mostu trzebińskiego wraz z terenami przyległymi wzdłuż Soły i Jeziora Żywieckiego,['environmental'],4797183.83,3993476.33,['śląskie'],MIASTO ŻYWIEC,PLN,Poland,2014-2020
1755,Świadek wielokulturowości regionu opolskiego. Renowacja i konserwacja wnętrza Katedry pw. Podwyższenia Krzyża Świętego w Opolu.,['cultural'],5020112.53,3990989.42,['opolskie'],PARAFIA KATEDRALNA POD WEZWANIEM PODWYŻSZENIA KRZYŻA ŚWIĘTEGO W OPOLU,PLN,Poland,2014-2020
1756,Przebudowa i rozbudowa istniejącej szklarni w celu ochrony ex situ gatunków zagrożonych wraz z zagospodarowaniem terenu,['environmental'],5995899.54,3989422.67,['opolskie'],MIASTO OPOLE,PLN,Poland,2014-2020
1757,Budowa i wyposażenie Szpitalnego Oddziału Ratunkowego w SPZOZ w Wolsztynie,['Other'],9235347.17,3988318.54,['wielkopolskie'],SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W WOLSZTYNIE,PLN,Poland,2014-2020
1758,Stworzenie zintegrowanego systemu komunikacji publicznej na terenie K OSI - etap II,"['environmental', 'transport']",6287036.36,3986537.13,['wielkopolskie'],MIASTO KONIN,PLN,Poland,2014-2020
1759,Rewaloryzacja zabytkowego budynku Ratusza w Brzegu,['cultural'],13911595.13,3986102.53,['opolskie'],GMINA BRZEG,PLN,Poland,2014-2020
1760,Miejskie Centrum Usług Społecznościowych w Bielsku-Białej,['work and social development'],5668305.03,3982399.95,['śląskie'],MIASTO BIELSKO-BIAŁA,PLN,Poland,2014-2020
1761,Kompleksowa modernizacja energetyczna budynków użyteczności publicznej w Gminie Mosina – etap I,['power engineering'],4964316.89,3981630.28,['wielkopolskie'],GMINA MOSINA,PLN,Poland,2014-2020
1762,Rozbudowa sieci wodo-kanalizacyjnej w ramach aglomeracji Miasta Limanowa - z wykorzystaniem energii odnawialnej dla oczyszczalni ścieków,['environmental'],7756815.4,3978397.7,['małopolskie'],MIASTO LIMANOWA,PLN,Poland,2014-2020
1763,"Opracowanie przez DTP Sp. z o.o. w Zielonej Górze innowacyjnej metody analityczno-decyzyjnej (stosującej techniki uczenia maszynowego), do procesów planowania oraz przykładowe zastosowanie jej w predykcyjnym utrzymaniu ruchu.",['research and study'],5333830.0,3974915.0,['lubuskie'],DTP SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PLN,Poland,2014-2020
1764,Zwiększenie efektywności energetycznej w budynkach użyteczności publicznej w Sochaczewie,['power engineering'],5225504.18,3971897.84,['mazowieckie'],GMINA MIASTO SOCHACZEW,PLN,Poland,2014-2020
1765,Termomodernizacja budynków Muzeum Czynu Powstańczego w Górze św. Anny - I etap.,['Other'],5305507.19,3966599.39,['opolskie'],MUZEUM ŚLĄSKA OPOLSKIEGO,PLN,Poland,2014-2020
1766,"Partnerstwo na rzecz ochrony różnorodności biologicznej Gminy Kędzierzyn-Koźle, Gminy Ujazd oraz Nadleśnictwa Kędzierzyn - etap II.",['environmental'],6324408.44,3965132.29,['opolskie'],GMINA KĘDZIERZYN-KOŹLE,PLN,Poland,2014-2020
1767,Muzeum Podgórza - oddział Muzeum Historycznego Miasta Krakowa - adaptacja nieruchomości przy ul. Powstańców Wielkopolskich 1,"['cultural', 'environmental']",7786273.2,3965074.66,['małopolskie'],GMINA MIEJSKA KRAKÓW,PLN,Poland,2014-2020
1768,Ścieżki rowerowe oraz punkt turystyczny nad Zatoką Zakliczyńską,['tourism'],7980477.05,3958724.83,['małopolskie'],GMINA SIEPRAW,PLN,Poland,2014-2020
1769,"Ochrona różnorodności biologicznej poprzez utworzenie ośrodka zrównoważonego rozwoju w Pokoju, stworzenie planu i programu integralności i spójności regionalnego systemu Natura 2000 oraz podniesienie kompetencji ekologicznych mieszkańców Opolszczyzny.",['environmental'],4743877.96,3957600.0,['opolskie'],GMINA POKÓJ,PLN,Poland,2014-2020
1770,Rozwój systemu dróg rowerowych w gminie Brwinów - Etap II,['environmental'],5953496.08,3951420.48,['mazowieckie'],GMINA BRWINÓW,PLN,Poland,2014-2020
1771,System sztucznej inteligencji wspomagający osoby z dysfunkcją wzroku – Toucan Eye,['development of the corporations'],5274366.42,3941205.96,['pomorskie'],TOUCAN SYSTEMS SP. Z O.O.,PLN,Poland,2014-2020
1772,Modernizacja i renowacja zabytkowego budynku Muzeum Miejskiego im. Maksymiliana Chroboka w Rudzie Śląskiej,['cultural'],4833777.0,3938710.45,['śląskie'],MIASTO RUDA ŚLĄSKA,PLN,Poland,2014-2020
1773,Inteligentny system do budowy i utrzymywania relacji z klientami - DMSALES,['development of the corporations'],5411132.5,3921901.5,['śląskie'],DBMS SP. Z O. O.,PLN,Poland,2014-2020
1774,Centrum Edukacji Ekologicznej ARKA,['environmental'],4823135.21,3921316.68,['śląskie'],POWIAT ŻYWIECKI,PLN,Poland,2014-2020
1775,STALOWA SOWA – Rozwój kompetencji kluczowych w Gminie Stalowa Wola,['education'],4596361.3,3906907.1,['podkarpackie'],GMINA STALOWA WOLA,PLN,Poland,2014-2020
1776,Kompleksowa rewitalizacja zabytkowego centrum Chęcin - etap II,['Other'],16634171.2,3905575.61,['świętokrzyskie'],GMINA CHĘCINY,PLN,Poland,2014-2020
1777,Remont i adaptacja na cele kulturowe zabytkowego kompleksu klasztornego w Szczuczynie z przeznaczeniem na centrum muzealno - warsztatowe,['cultural'],4868627.07,3894901.63,['podlaskie'],PARAFIA RZYMSKOKATOLICKA PW. IMIENIA NAJŚWIĘTSZEJ MARYI PANNY W SZCZUCZYNIE,PLN,Poland,2014-2020
1778,Kolekcjonerzy wiedzy - mistrzowie eksperymentów,['education'],4576362.9,3889908.46,['opolskie'],FUNDACJA ROZWOJU DEMOKRACJI LOKALNEJ,PLN,Poland,2014-2020
1779,Budowa trasy rowerowej EuroVelo11 na odcinku Ostrów - Łukanowice,"['cultural', 'environmental']",4361918.05,3889507.01,['małopolskie'],WOJEWÓDZTWO MAŁOPOLSKIE,PLN,Poland,2014-2020
1780,Gotuj po hiszpańsku II,['work and social development'],4123300.03,3887859.6,['małopolskie'],FUNDACJA ROZWOJU KOMPETENCJI I PRZEDSIĘBIORCZOŚCI PROAKTYWNI,PLN,Poland,2014-2020
1781,Odkrywcy Sekretów Nauki - Wzrost kompetencji uczniów i nauczycieli szkół podstawowych województwa opolskiego,['education'],4573395.9,3887386.52,['opolskie'],SAMORZĄD WOJEWÓDZTWA OPOLSKIEGO/REGIONALNY ZESPÓŁ PLACÓWEK WSPARCIA EDUKACJI,PLN,Poland,2014-2020
1782,"Wdrożenie do produkcji stolarki otworowej z innowacyjnym, kompozytowym systemem izolacji",['research and study'],7962528.0,3884160.0,['podlaskie'],"""MONOLIT"" MICHAŁ GODLEWSKI",PLN,Poland,2014-2020
1783,Opolskie dla rodziców i dzieci,['work and social development'],4566496.45,3881521.98,['opolskie'],SAMORZĄD WOJEWÓDZTWA OPOLSKIEGO/WOJEWÓDZKI URZĄD PRACY W OPOLU,PLN,Poland,2014-2020
1784,Zaadoptowanie zabytkowego pałacyku w Ścinawie z przeznaczeniem na centrum pracy twórczej z funkcją schroniska młodzieżowego,['cultural'],6161679.48,3877855.25,['dolnośląskie'],GMINA ŚCINAWA,PLN,Poland,2014-2020
1785,Podhalańska Akademia Sukcesu,['work and social development'],4589913.24,3868378.88,['małopolskie'],INDUSTRY PERSONNEL SERVICES SP. Z O.O.,PLN,Poland,2014-2020
1786,Opracowanie innowacyjnego algorytmu modernizacji używanych urządzeń i systemów do rozczyniania i rozwłókniania w papiernictwie celem znacznego zmniejszenia zużycia energii urządzeń pracujących w ciągach technologicznych,"['research and study', 'development of the corporations']",6320065.79,3863249.39,['opolskie'],TEST KRAPKOWICE PIOTR STASZEWSKI,PLN,Poland,2014-2020
